label,session,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63,f64,f65,f66,f67,f68,f69,f70,f71,f72,f73,f74,f75,f76,f77,f78,f79,f80,f81,f82,f83,f84,f85,f86,f87,f88,f89,f90,f91,f92,f93,f94,f95,f96,f97,f98,f99,f100,f101,f102,f103,f104,f105,f106,f107,f108,f109,f110,f111,f112,f113,f114,f115,f116
thumbsup,13,0.000003,0.197920,0.096490,0.009235,0.028229,0.045610,0.000008,0.000001,0.000000,0.269803,0.167023,0.211786,0.213263,0.001347,0.643403,0.610938,0.003888,0.040185,0.039914,0.473472,0.425739,0.002241,0.002325,0.000023,0.000461,0.006484,0.000343,0.001272,0.003470,0.001371,0.000950,0.001403,0.001729,0.000468,0.000115,0.000272,0.014137,0.003316,0.483645,0.006336,0.069204,0.004087,0.144845,0.049839,0.000014,0.000008,0.000198,0.001360,0.000074,0.000059,0.000002,0.000001,1.000000,1.000000,0.000000,0.000000,0.000000,0.137131,-0.435547,0.034412,0.437199,-0.933240,-0.025751,0.593642,-1.328357,-0.100748,0.565041,-1.674435,-0.182728,0.597380,-1.009777,-0.211792,1.212045,-0.918015,-0.349912,1.097147,-0.762900,-0.388707,0.893060,-0.756840,-0.400351,0.605752,-0.736940,-0.299954,1.265185,-0.604784,-0.408468,1.107599,-0.485633,-0.365258,0.895998,-0.503800,-0.343444,0.618581,-0.425134,-0.383308,1.229418,-0.342487,-0.488396,1.058169,-0.248934,-0.389695,0.847265,-0.267087,-0.324576,0.630497,-0.112427,-0.458766,1.154129,-0.103811,-0.539292,1.020786,-0.039371,-0.470350,0.831066,-0.036054,-0.411669
thumbsup,13,0.000003,0.179298,0.081529,0.012149,0.033661,0.052509,0.000008,0.000001,0.000000,0.265692,0.189673,0.193163,0.197505,0.001374,0.642466,0.612806,0.003551,0.043412,0.042820,0.466869,0.424413,0.002220,0.001882,0.000023,0.000403,0.005546,0.000325,0.001046,0.002535,0.001065,0.001530,0.002182,0.002064,0.000430,0.000127,0.000263,0.010373,0.002751,0.535685,0.006051,0.054302,0.003053,0.145758,0.062797,0.000014,0.000008,0.000265,0.001523,0.000112,0.000102,0.000002,0.000001,1.000000,1.000000,0.000000,0.000000,0.000000,0.128820,-0.464147,0.019458,0.411565,-0.988117,-0.052170,0.558166,-1.401939,-0.136152,0.523393,-1.747860,-0.224732,0.551468,-1.049042,-0.243640,1.221002,-0.949376,-0.403751,1.085730,-0.815355,-0.452917,0.876645,-0.827192,-0.468289,0.556727,-0.762714,-0.329107,1.286201,-0.620539,-0.460317,1.106144,-0.532319,-0.420836,0.883341,-0.561057,-0.398291,0.571154,-0.450025,-0.410910,1.244489,-0.351302,-0.532532,1.057080,-0.278547,-0.428223,0.835692,-0.305369,-0.355243,0.593519,-0.136000,-0.486857,1.153153,-0.116820,-0.577132,0.996561,-0.069486,-0.507059,0.786573,-0.075575,-0.445401
thumbsup,13,0.000002,0.171865,0.075979,0.013726,0.034841,0.052387,0.000007,0.000001,0.000000,0.263692,0.195287,0.170733,0.176620,0.001477,0.635451,0.607803,0.003488,0.050447,0.049340,0.462629,0.420898,0.002141,0.001807,0.000022,0.000341,0.004796,0.000310,0.000933,0.002297,0.001467,0.001302,0.001769,0.002148,0.000313,0.000132,0.000243,0.009677,0.003294,0.534291,0.008779,0.046153,0.002514,0.132364,0.057270,0.000017,0.000011,0.000262,0.001535,0.000107,0.000107,0.000002,0.000001,1.000000,1.000000,0.000000,0.000000,0.000000,0.112165,-0.458447,0.008849,0.389000,-0.983140,-0.068187,0.540022,-1.392105,-0.151362,0.512726,-1.745476,-0.236625,0.528323,-1.058097,-0.272810,1.216156,-0.966615,-0.429332,1.096813,-0.796448,-0.463594,0.879757,-0.785034,-0.468366,0.539885,-0.763290,-0.354825,1.292032,-0.627148,-0.485953,1.118002,-0.503345,-0.435162,0.887310,-0.520953,-0.405862,0.559986,-0.438184,-0.432821,1.234744,-0.338542,-0.557324,1.051367,-0.239328,-0.443557,0.828920,-0.260718,-0.365365,0.582538,-0.113839,-0.504915,1.147499,-0.091693,-0.603703,1.002788,-0.030907,-0.534616,0.796294,-0.037529,-0.472592
thumbsup,13,0.000002,0.174404,0.074508,0.014025,0.032010,0.051943,0.000007,0.000001,0.000000,0.267182,0.188652,0.165299,0.170810,0.001599,0.624839,0.594006,0.003585,0.052359,0.051913,0.455910,0.425749,0.002062,0.001876,0.000022,0.000282,0.004536,0.000304,0.000899,0.002265,0.001622,0.001397,0.001980,0.001935,0.000435,0.000122,0.000205,0.009104,0.004126,0.486209,0.005804,0.044698,0.002371,0.136201,0.057670,0.000021,0.000015,0.000271,0.001981,0.000112,0.000123,0.000002,0.000001,1.000000,1.000000,0.000000,0.000000,0.000000,0.135427,-0.427322,-0.009622,0.411437,-0.959413,-0.086933,0.572658,-1.358122,-0.166537,0.559388,-1.698922,-0.242934,0.609006,-0.974670,-0.306681,1.257496,-0.904001,-0.448791,1.129676,-0.761445,-0.459025,0.922966,-0.738979,-0.446433,0.609819,-0.696430,-0.378280,1.306755,-0.552325,-0.502463,1.130892,-0.458364,-0.451506,0.918854,-0.477620,-0.424006,0.616937,-0.375064,-0.444091,1.258973,-0.279715,-0.560996,1.087032,-0.190372,-0.464638,0.882123,-0.198977,-0.401173,0.625379,-0.054801,-0.504900,1.180484,-0.045242,-0.599992,1.200849,0.011199,-0.558302,1.155057,0.035588,-0.520407
thumbsup,13,0.000003,0.181137,0.081245,0.012483,0.028228,0.047613,0.000006,0.000001,0.000000,0.278780,0.186989,0.173014,0.178117,0.002150,0.575249,0.541998,0.004087,0.049266,0.049979,0.447278,0.435626,0.001892,0.001814,0.000020,0.000262,0.004334,0.000266,0.000939,0.001792,0.001725,0.001894,0.002813,0.001551,0.000353,0.000112,0.000176,0.010023,0.005902,0.393505,0.006319,0.042408,0.002089,0.151412,0.063375,0.000029,0.000024,0.000321,0.003049,0.000114,0.000139,0.000002,0.000001,1.000000,1.000000,0.000000,0.000000,0.000000,0.146282,-0.463775,0.016777,0.422717,-0.974632,-0.057151,0.545819,-1.366270,-0.139930,0.569690,-1.693866,-0.228929,0.697726,-0.935143,-0.243390,1.297614,-0.861727,-0.372712,1.176032,-0.743485,-0.415667,0.980118,-0.746325,-0.430420,0.712183,-0.623444,-0.322647,1.338022,-0.546883,-0.419556,1.171737,-0.453909,-0.382671,0.954941,-0.464618,-0.365370,0.716580,-0.302704,-0.394385,1.281992,-0.267246,-0.479197,1.126494,-0.202649,-0.381996,0.923665,-0.214122,-0.318191,0.719438,0.003908,-0.459833,1.202188,-0.030220,-0.515309,1.082834,0.013242,-0.433419,0.903459,0.029451,-0.365383
thumbsup,13,0.000002,0.177399,0.078626,0.012555,0.029819,0.045007,0.000006,0.000001,0.000000,0.273512,0.193505,0.166432,0.175023,0.002405,0.560085,0.536348,0.003909,0.051282,0.051510,0.466541,0.435045,0.001921,0.001761,0.000020,0.000292,0.004994,0.000250,0.001156,0.001938,0.001835,0.001314,0.001903,0.001728,0.000344,0.000115,0.000186,0.009171,0.004880,0.449075,0.007676,0.043470,0.002394,0.134300,0.055177,0.000023,0.000017,0.000265,0.002061,0.000115,0.000131,0.000002,0.000001,1.000000,1.000000,0.000000,0.000000,0.000000,0.142872,-0.448140,0.020388,0.454061,-0.932671,-0.041514,0.631910,-1.331000,-0.112527,0.637350,-1.678356,-0.190024,0.674678,-0.955845,-0.214560,1.275848,-0.859937,-0.338696,1.163100,-0.708325,-0.384572,0.959995,-0.699220,-0.401994,0.686247,-0.668343,-0.287003,1.319553,-0.534128,-0.374050,1.174807,-0.411906,-0.336486,0.956096,-0.428473,-0.317791,0.689238,-0.357970,-0.352878,1.258807,-0.276350,-0.434847,1.125407,-0.186194,-0.342457,0.915423,-0.199665,-0.279115,0.684940,-0.055812,-0.412710,1.164243,-0.030895,-0.470883,1.059752,0.021619,-0.398658,0.874472,0.023485,-0.335362
thumbsup,13,0.000003,0.206659,0.096010,0.012838,0.023186,0.035653,0.000007,0.000001,0.000000,0.272201,0.199843,0.171541,0.178933,0.001947,0.577986,0.545381,0.004134,0.049744,0.049725,0.487253,0.437747,0.001896,0.001601,0.000025,0.000334,0.004752,0.000200,0.001148,0.001947,0.001637,0.001740,0.002322,0.001592,0.000282,0.000128,0.000213,0.012440,0.005186,0.352474,0.007998,0.039541,0.002070,0.109209,0.052181,0.000040,0.000027,0.000430,0.002147,0.000125,0.000129,0.000002,0.000001,1.000000,1.000000,0.000000,0.000000,0.000000,0.148800,-0.461302,0.026367,0.423364,-0.953554,-0.044524,0.576071,-1.346525,-0.129205,0.570253,-1.689500,-0.227151,0.679122,-0.937572,-0.183358,1.243326,-0.833687,-0.301441,1.140511,-0.708470,-0.363566,0.939216,-0.690267,-0.391266,0.706558,-0.660238,-0.254657,1.293706,-0.562005,-0.333069,1.168767,-0.450993,-0.325066,0.954021,-0.436568,-0.326238,0.723514,-0.363328,-0.317325,1.256930,-0.308271,-0.376030,1.140817,-0.221320,-0.305713,0.936157,-0.207981,-0.261436,0.737735,-0.070112,-0.374900,1.170797,-0.047961,-0.416110,1.063711,-0.002262,-0.350490,0.891055,0.007217,-0.293866
thumbsup,13,0.000003,0.189274,0.087923,0.015288,0.026128,0.037755,0.000007,0.000001,0.000000,0.271792,0.213172,0.170892,0.178514,0.002443,0.527893,0.495124,0.005398,0.050380,0.050730,0.477515,0.420743,0.001923,0.001515,0.000026,0.000344,0.004471,0.000210,0.000972,0.002356,0.001387,0.001662,0.002438,0.001770,0.000331,0.000134,0.000250,0.011640,0.004343,0.415749,0.006399,0.042690,0.002113,0.111051,0.051207,0.000030,0.000020,0.000326,0.002408,0.000110,0.000109,0.000002,0.000001,1.000000,1.000000,0.000000,0.000000,0.000000,0.143849,-0.446822,0.026234,0.410401,-0.923097,-0.043006,0.541765,-1.296169,-0.125483,0.556702,-1.619767,-0.212643,0.650632,-0.943117,-0.181478,1.190420,-0.834294,-0.298586,1.073118,-0.715028,-0.345968,0.888944,-0.728976,-0.365659,0.686150,-0.679557,-0.259596,1.259630,-0.560543,-0.341645,1.110880,-0.458558,-0.312667,0.913086,-0.467013,-0.297940,0.706152,-0.389130,-0.332087,1.226504,-0.286137,-0.395981,1.075134,-0.222162,-0.308129,0.881616,-0.241725,-0.252742,0.714731,-0.098523,-0.399970,1.142144,-0.046410,-0.438913,1.004920,-0.024503,-0.363226,0.827271,-0.049937,-0.301760
thumbsup,13,0.000003,0.188242,0.091480,0.014549,0.025845,0.039478,0.000007,0.000000,0.000000,0.276336,0.201064,0.173755,0.178251,0.002486,0.514098,0.478064,0.006555,0.050050,0.050444,0.466213,0.420617,0.001936,0.001615,0.000020,0.000319,0.005795,0.000310,0.001138,0.002980,0.002007,0.000990,0.001649,0.001641,0.000366,0.000120,0.000218,0.010066,0.005010,0.451730,0.006952,0.069932,0.003591,0.161125,0.049358,0.000015,0.000012,0.000144,0.002313,0.000076,0.000083,0.000002,0.000001,1.000000,1.000000,0.000000,0.000000,0.000000,0.145241,-0.476768,0.013825,0.427318,-0.976081,-0.054874,0.562345,-1.369132,-0.133810,0.562793,-1.693099,-0.226620,0.664910,-0.966776,-0.207864,1.229632,-0.836383,-0.322741,1.132083,-0.716246,-0.378211,0.956550,-0.721400,-0.405897,0.683655,-0.674430,-0.278837,1.281703,-0.539405,-0.348518,1.172799,-0.440090,-0.327724,0.977533,-0.440324,-0.327064,0.689321,-0.360662,-0.342527,1.216409,-0.281875,-0.403639,1.109411,-0.216110,-0.328029,0.921558,-0.215460,-0.283425,0.690174,-0.057790,-0.401351,1.132171,-0.041617,-0.437074,1.038831,-0.004552,-0.361038,0.877452,0.002697,-0.300631
thumbsup,13,0.000002,0.152212,0.072979,0.015021,0.032812,0.051800,0.000006,0.000000,0.000000,0.268863,0.180950,0.209271,0.208070,0.003444,0.461105,0.432643,0.007647,0.041955,0.041822,0.440718,0.410569,0.002103,0.002098,0.000017,0.000380,0.007021,0.000434,0.001302,0.003197,0.001954,0.000523,0.000910,0.002130,0.000505,0.000123,0.000208,0.007501,0.003907,0.603909,0.006406,0.089495,0.006222,0.143822,0.040335,0.000006,0.000005,0.000076,0.001450,0.000042,0.000046,0.000002,0.000001,1.000000,1.000000,0.000000,0.000000,0.000000,0.143905,-0.475290,0.010667,0.462647,-0.979156,-0.058621,0.649743,-1.381408,-0.132235,0.662639,-1.715331,-0.216180,0.675597,-0.942684,-0.245932,1.265497,-0.851688,-0.369525,1.152931,-0.722216,-0.424019,0.949561,-0.699055,-0.446893,0.714480,-0.626589,-0.311275,1.305883,-0.529769,-0.387454,1.160562,-0.428957,-0.360918,0.940892,-0.421464,-0.354380,0.747799,-0.296724,-0.365710,1.237257,-0.241695,-0.428381,1.095547,-0.174832,-0.341894,0.891219,-0.161851,-0.291247,0.779674,0.025589,-0.414815,1.161516,0.025294,-0.455329,1.019192,0.071052,-0.372674,0.839405,0.092054,-0.306930
thumbsup,13,0.000002,0.127114,0.060931,0.016810,0.039845,0.061073,0.000005,0.000001,0.000000,0.268248,0.176790,0.222100,0.213139,0.003084,0.490442,0.465421,0.006286,0.039699,0.040883,0.432131,0.432110,0.002071,0.002354,0.000016,0.000516,0.007257,0.000402,0.001377,0.002486,0.001810,0.000538,0.000839,0.002399,0.000400,0.000129,0.000205,0.006456,0.003065,0.685954,0.009092,0.087742,0.006464,0.134368,0.039506,0.000004,0.000003,0.000082,0.000877,0.000037,0.000038,0.000002,0.000001,1.000000,1.000000,0.000000,0.000000,0.000000,0.139893,-0.452599,0.021286,0.470715,-0.913133,-0.049520,0.671895,-1.300612,-0.131383,0.748460,-1.638518,-0.221337,0.642296,-0.969270,-0.254648,1.285533,-0.905718,-0.405039,1.177231,-0.746150,-0.461307,0.956840,-0.709161,-0.481938,0.647289,-0.682439,-0.339533,1.303088,-0.573981,-0.452501,1.163847,-0.438839,-0.431194,0.946175,-0.427087,-0.422393,0.650627,-0.359506,-0.416948,1.243989,-0.290446,-0.521386,1.104551,-0.185186,-0.429175,0.896952,-0.165471,-0.365463,0.653154,-0.029931,-0.486416,1.154941,-0.018383,-0.565748,1.030178,0.058711,-0.487055,0.843149,0.091675,-0.420056
thumbsup,13,0.000002,0.124732,0.058542,0.020112,0.041118,0.059649,0.000006,0.000001,0.000000,0.264172,0.173124,0.220054,0.210410,0.002026,0.572206,0.531968,0.004618,0.039823,0.042767,0.429175,0.448989,0.002040,0.002367,0.000021,0.000489,0.006102,0.000276,0.001205,0.001663,0.001367,0.001856,0.002490,0.001709,0.000315,0.000139,0.000209,0.010186,0.004391,0.435152,0.006741,0.064978,0.003658,0.119062,0.045254,0.000013,0.000009,0.000303,0.001520,0.000052,0.000054,0.000002,0.000001,1.000000,1.000000,0.000000,0.000000,0.000000,0.135874,-0.390140,-0.025709,0.435066,-0.812052,-0.121217,0.695073,-1.105679,-0.220650,0.852244,-1.284019,-0.329732,0.568935,-0.978770,-0.299918,1.214277,-0.891416,-0.501318,1.141789,-0.742347,-0.600218,0.975056,-0.726713,-0.648048,0.557285,-0.740999,-0.374624,1.220943,-0.629436,-0.541176,1.125185,-0.500782,-0.557236,0.946659,-0.483470,-0.568589,0.554037,-0.450489,-0.447194,1.173408,-0.374011,-0.593567,1.074281,-0.262858,-0.525930,0.892888,-0.241330,-0.473288,0.570438,-0.148594,-0.516387,1.100123,-0.102987,-0.633700,1.017162,-0.019223,-0.581587,0.852382,0.008952,-0.527698
thumbsup,13,0.000002,0.132981,0.062384,0.023779,0.040207,0.055922,0.000006,0.000001,0.000000,0.276218,0.153309,0.233599,0.213891,0.002443,0.542548,0.505319,0.005061,0.036243,0.041575,0.379875,0.463844,0.001841,0.002812,0.000019,0.000434,0.006116,0.000351,0.001249,0.001578,0.001689,0.001234,0.001601,0.001902,0.000291,0.000140,0.000212,0.009476,0.004063,0.521272,0.009262,0.064411,0.003502,0.120045,0.046689,0.000011,0.000008,0.000238,0.001232,0.000051,0.000056,0.000002,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
thumbsup,13,0.000002,0.132827,0.058727,0.025033,0.041553,0.060319,0.000005,0.000001,0.000000,0.280689,0.150398,0.233260,0.211213,0.002406,0.538668,0.505991,0.005785,0.037362,0.042395,0.363007,0.467269,0.001832,0.002935,0.000017,0.000373,0.006863,0.000554,0.001389,0.001927,0.002332,0.000446,0.000663,0.002386,0.000327,0.000131,0.000205,0.006768,0.003715,0.664493,0.012237,0.072436,0.005405,0.123315,0.039644,0.000006,0.000004,0.000079,0.001064,0.000042,0.000049,0.000002,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
thumbsup,13,0.000002,0.139892,0.059945,0.022428,0.040872,0.058403,0.000005,0.000001,0.000000,0.287933,0.159943,0.222041,0.207545,0.002754,0.534409,0.500015,0.005162,0.038002,0.042835,0.360602,0.458551,0.001739,0.002453,0.000018,0.000306,0.005804,0.000453,0.001177,0.001513,0.002190,0.000877,0.001270,0.002013,0.000290,0.000131,0.000182,0.007372,0.004808,0.530843,0.009866,0.059078,0.003552,0.122820,0.046316,0.000011,0.000010,0.000150,0.001721,0.000060,0.000075,0.000002,0.000001,1.000000,1.000000,0.000000,0.000000,0.000000,0.292571,-0.477856,-0.093682,0.622804,-1.006601,-0.215843,0.780035,-1.451083,-0.321856,0.778786,-1.849416,-0.425055,0.687353,-0.994510,-0.361339,1.410854,-0.877266,-0.540092,1.253579,-0.695913,-0.584693,1.012221,-0.713830,-0.601231,0.635219,-0.658279,-0.403924,1.416948,-0.521901,-0.546143,1.209712,-0.411617,-0.499552,0.986072,-0.426940,-0.481005,0.620577,-0.309668,-0.449061,1.318506,-0.206906,-0.584816,1.138773,-0.132227,-0.480958,0.921025,-0.167955,-0.418087,0.625816,0.013185,-0.494042,1.216824,0.050106,-0.593946,1.058149,0.086784,-0.521319,0.832062,0.072093,-0.459791
thumbsup,13,0.000002,0.150771,0.066330,0.016301,0.033600,0.052876,0.000005,0.000000,0.000000,0.289798,0.180671,0.204603,0.201532,0.003242,0.496095,0.471532,0.006186,0.043117,0.045160,0.394056,0.442031,0.001770,0.002126,0.000018,0.000320,0.006188,0.000447,0.001454,0.002373,0.002416,0.000428,0.000685,0.002420,0.000361,0.000116,0.000177,0.007295,0.004216,0.595326,0.009727,0.055636,0.004012,0.106427,0.037726,0.000010,0.000009,0.000092,0.001677,0.000058,0.000064,0.000002,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.286263,-0.387809,-0.028210,0.676091,-0.829579,-0.140855,0.852788,-1.223673,-0.255982,0.876738,-1.606609,-0.380119,0.826652,-0.808153,-0.271116,1.410868,-0.560157,-0.459734,1.257048,-0.486765,-0.566739,1.098944,-0.580523,-0.632719,0.742464,-0.572447,-0.347911,1.386546,-0.308113,-0.491411,1.213272,-0.282173,-0.502403,1.026513,-0.350415,-0.523804,0.652254,-0.302944,-0.423791,1.266912,-0.095345,-0.548956,1.095563,-0.057683,-0.467777,0.909972,-0.119251,-0.418147,0.572099,-0.032879,-0.498678,1.068452,0.136004,-0.600296,0.925812,0.148647,-0.543811,0.757869,0.091785,-0.493943
thumbsup,13,0.000003,0.193485,0.085038,0.009752,0.025257,0.051355,0.000007,0.000001,0.000000,0.277713,0.184596,0.203739,0.207025,0.002002,0.581619,0.557816,0.005045,0.042990,0.042874,0.449603,0.432524,0.001978,0.002117,0.000017,0.000380,0.007184,0.000510,0.001535,0.004189,0.001892,0.000537,0.000916,0.001820,0.000225,0.000096,0.000230,0.013189,0.003357,0.554852,0.017103,0.082897,0.004952,0.202240,0.049902,0.000010,0.000006,0.000093,0.001690,0.000064,0.000050,0.000002,0.000001,1.000000,1.000000,0.000000,0.000000,0.000000,0.262318,-0.479915,-0.018063,0.686356,-0.957831,-0.150433,0.865586,-1.379863,-0.288185,0.866151,-1.746001,-0.434910,0.793714,-0.807959,-0.411124,1.503473,-0.709014,-0.607879,1.341095,-0.633172,-0.675565,1.100430,-0.668386,-0.698927,0.738937,-0.456824,-0.495250,1.457990,-0.367647,-0.651506,1.246215,-0.324769,-0.612339,0.990498,-0.354379,-0.588413,0.685751,-0.104484,-0.568216,1.342917,-0.042683,-0.683366,1.142212,-0.022821,-0.548622,0.898225,-0.043787,-0.457776,0.639858,0.230910,-0.637903,1.213962,0.239381,-0.700391,1.054142,0.246529,-0.584757,0.830966,0.254325,-0.498150
thumbsup,13,0.000003,0.200464,0.092855,0.009550,0.023976,0.045725,0.000006,0.000001,0.000000,0.293039,0.207315,0.195793,0.202170,0.002244,0.556595,0.530497,0.005742,0.045280,0.044409,0.453474,0.421405,0.001877,0.001739,0.000017,0.000358,0.005781,0.000446,0.001288,0.003172,0.001913,0.000672,0.001107,0.001987,0.000296,0.000087,0.000177,0.010936,0.003659,0.558040,0.012293,0.059170,0.003458,0.202743,0.059206,0.000012,0.000009,0.000115,0.001995,0.000084,0.000074,0.000002,0.000001,1.000000,1.000000,0.000000,0.000000,0.000000,0.246865,-0.493909,0.002418,0.668470,-0.979399,-0.104943,0.884124,-1.385565,-0.218999,0.898674,-1.776065,-0.336369,0.795310,-0.834940,-0.359334,1.543727,-0.755291,-0.531135,1.362404,-0.674601,-0.583056,1.093030,-0.689418,-0.590717,0.770923,-0.464948,-0.435304,1.545622,-0.384703,-0.571717,1.319176,-0.341795,-0.526810,1.044878,-0.358987,-0.491764,0.745463,-0.099945,-0.497676,1.455606,-0.056579,-0.594735,1.249520,-0.045089,-0.462257,0.986726,-0.064532,-0.366952,0.719613,0.235248,-0.554834,1.315014,0.236999,-0.609733,1.168428,0.223893,-0.497961,0.935735,0.222508,-0.407548
thumbsup,13,0.000002,0.188513,0.081092,0.012675,0.025571,0.050883,0.000006,0.000000,0.000000,0.276059,0.197385,0.177087,0.181115,0.002288,0.556946,0.532092,0.005385,0.050459,0.050191,0.439235,0.418815,0.001969,0.001876,0.000020,0.000303,0.004718,0.000451,0.001003,0.002648,0.001974,0.000638,0.000990,0.002376,0.000289,0.000115,0.000217,0.009822,0.003943,0.604948,0.012286,0.048528,0.002930,0.142986,0.045893,0.000012,0.000009,0.000120,0.001924,0.000074,0.000071,0.000002,0.000001,1.000000,1.000000,0.000000,0.000000,0.000000,0.224217,-0.503619,0.000582,0.653330,-0.980812,-0.103315,0.870588,-1.400569,-0.215377,0.855277,-1.797614,-0.334101,0.782243,-0.842327,-0.349853,1.497516,-0.808741,-0.512806,1.334647,-0.695176,-0.560237,1.057788,-0.680272,-0.568276,0.769695,-0.475300,-0.426202,1.532336,-0.432892,-0.557157,1.314359,-0.373309,-0.516476,1.032792,-0.377398,-0.485120,0.751327,-0.117503,-0.488755,1.459213,-0.089721,-0.583281,1.239264,-0.068765,-0.461756,0.970043,-0.075602,-0.376813,0.728668,0.213414,-0.545955,1.318104,0.204046,-0.599643,1.157294,0.199229,-0.496932,0.921404,0.196186,-0.418392
thumbsup,13,0.000002,0.189469,0.081420,0.009832,0.027487,0.050855,0.000006,0.000000,0.000000,0.279858,0.203551,0.160082,0.167208,0.002591,0.529931,0.501744,0.006052,0.057649,0.056342,0.486967,0.430966,0.001951,0.001704,0.000022,0.000264,0.004669,0.000429,0.001065,0.001892,0.001755,0.001090,0.001607,0.002156,0.000309,0.000129,0.000207,0.009153,0.004534,0.541981,0.008515,0.046257,0.002764,0.112272,0.038644,0.000015,0.000012,0.000194,0.002235,0.000058,0.000060,0.000002,0.000001,1.000000,1.000000,0.000000,0.000000,0.000000,0.191163,-0.483289,0.002806,0.542635,-0.968126,-0.086352,0.734030,-1.358817,-0.180796,0.769996,-1.689299,-0.282341,0.753912,-0.865238,-0.281513,1.367162,-0.805284,-0.414373,1.230007,-0.703034,-0.470689,0.995132,-0.698714,-0.493531,0.776915,-0.521398,-0.352898,1.431564,-0.486840,-0.460635,1.242745,-0.407054,-0.445219,0.982717,-0.388326,-0.431879,0.785964,-0.181374,-0.410388,1.375569,-0.170533,-0.490446,1.188304,-0.123013,-0.395305,0.945060,-0.110589,-0.328365,0.781409,0.141387,-0.462814,1.260508,0.120560,-0.522457,1.109153,0.142146,-0.435729,0.903314,0.156756,-0.362053
thumbsup,13,0.000002,0.189197,0.080708,0.010576,0.027199,0.053429,0.000006,0.000001,0.000000,0.281707,0.187447,0.153911,0.157709,0.002149,0.559074,0.524959,0.005837,0.059826,0.059735,0.488265,0.436506,0.001946,0.001875,0.000022,0.000277,0.004743,0.000435,0.001061,0.001874,0.002030,0.001190,0.001660,0.001874,0.000313,0.000125,0.000191,0.010285,0.005353,0.500378,0.008332,0.053284,0.002824,0.125477,0.037499,0.000015,0.000012,0.000217,0.001984,0.000045,0.000046,0.000002,0.000001,1.000000,1.000000,0.000000,0.000000,0.000000,0.179143,-0.487129,0.000571,0.552999,-0.971050,-0.087572,0.743421,-1.370837,-0.183692,0.771328,-1.712804,-0.288973,0.753867,-0.864387,-0.294148,1.374050,-0.811060,-0.438214,1.226791,-0.708537,-0.498262,0.991750,-0.706336,-0.521899,0.768306,-0.524124,-0.367410,1.425985,-0.510141,-0.478162,1.239100,-0.437866,-0.463405,0.984513,-0.417161,-0.453489,0.771261,-0.185561,-0.427415,1.380766,-0.197082,-0.507967,1.186738,-0.152788,-0.412644,0.937495,-0.132653,-0.348627,0.767313,0.136137,-0.483182,1.255193,0.112163,-0.541043,1.107232,0.128048,-0.457963,0.900113,0.141969,-0.390775
